"","text","date","topic","sentiment","country","city_ascii","lat","lng"
"121","(Market Watch) #Google revokes #Huawei's Android license: reports : Alphabet Inc.'s Google has revoked Huawei Technologies Inc.'s Android license, Reuters reported Sunday, in a move that could cripple the Chinese tech giant's smartphone business. The .. https://t.co/GmP3hEzewt","2019/5/19",1,-0.042257713,"India","Bharatpur",27.2504,77.5
"122","__The pressure too much huh??
Clap back already @HuaweiMobile  
Been preparing for this long enough. 

https://t.co/45X1XIOxD0","2019/5/19",3,-0.372677996,"Korea, North","Sunchon",39.4236,125.939
"123","Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/Nlry5Ez9kz","2019/5/19",2,-0.1940285,"China","Liaoyuan",42.9,125.13
"124","__he move means Huawei will only be able to use the public, open-source version of Android, meaning it won't be able to offer Google's apps or its Play Store._

(Other than that, they__l be fine.) https://t.co/eTHJhBF687","2019/5/19",2,0.023426064,"United States","Lompoc",34.6618,-120.4714
"125","Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/PiXB9dk6WI","2019/5/19",2,-0.008451543,"Mexico","Mexico City",19.4424,-99.131
"126","Google 'blocks Huawei access to Android updates' after blacklisting https://t.co/L4N0Q6kvlR","2019/5/19",2,0,"United Kingdom","Dundee",56.4704,-3
"127","Google suspends Huawei's Android license after Trump blacklist: Source , #andriod #news #tech #digital","2019/5/19",1,-0.02773501,"United States","Florence",38.99,-84.647
"128","Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/VtFMilc8vY https://t.co/fK98ph3ORv","2019/5/19",2,-0.007905694,"United Kingdom","Giffnock",55.8,-4.2833
"129","I think future Huawei phones will come without google apps and play store out of the box. But it can still use Android OS and patch its own OS version. Also, users might still be able to sideload these apps. https://t.co/pt1oc4DSlG","2019/5/19",2,0,"Japan","Kushiro",42.975,144.3747
"130","Mukhang magiPhone muna ako ulit. :(

Huawei has immediately lost access to Android and Google - Android Authority
https://t.co/hEzWULOPw7","2019/5/19",1,-0.032274861,"United States","Sachse",32.9726,-96.5792
"131","Report: Google to cease business w/ Huawei, pull Play Store, Google apps, Android updates https://t.co/DppdkSo4Ex","2019/5/19",2,0,"United States","Guthrie",35.8429,-97.4359
"132","Rip huawei user.. https://t.co/ByadvkyFJj","2019/5/19",2,-0.072168784,"United States","New York",40.6943,-73.9249
"133","@TomTugendhat @TheaDickinson @Google It will be painful for Huawei but they will find a work around. Taking Android from Google and installing it on their products is complex, they will have an experienced SW team today, they still have access to public versions, they will have expected this and likely have a plan B","2019/5/19",2,0.076756604,"Korea, South","Changwon",35.2191,128.5836
"134","Google has stopped doing business with the Chinese tech company behind the Pseries and Mateseries smartphones.The revoked Android license means delayed Google updates and,for Huawei's future devices, no access to apps like Gmail or the Play Store. https://t.co/tzF502VJed","2019/5/19",2,-0.120214339,"India","Haora",22.5804,88.3299
"135","Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/r3ywUbBTzv","2019/5/19",2,-0.2,"United States","Safford",32.8318,-109.7005
"136","Google reportedly severed Huawei's access to key Android apps and services https://t.co/YHpXB8JeAs","2019/5/19",2,0,"United States","Rockwood",35.8692,-84.6731
"137","Google 'restricts Huawei's use of Android' https://t.co/PP8O57f3kq","2019/5/19",2,0,"Japan","Nagaoka",37.4504,138.86
"138","Google 'restricts Huawei's use of Android' https://t.co/OYRGKVGIUd","2019/5/19",1,0,"United States","Oklahoma City",35.4676,-97.5136
"139","Google Halts Some Business with Huawei, May Pull Play Store https://t.co/ovwGYg92by via @tomsguide","2019/5/19",2,0,"United Kingdom","Fort William",56.8165,-5.1121
"140","Google 'restricts Huawei's use of Android' https://t.co/6UIwcsfgKr","2019/5/19",4,0,"United States","Cornelia",34.5164,-83.5308
"141","Google reportedly severed Huawei's access to key Android apps and services https://t.co/7Gv2UC4LRD https://t.co/1vNZ9NzRlj","2019/5/19",2,0,"Japan","Gifu",35.4231,136.7628
"142","*BREAKING* Google revokes Huawei's Android license: reports https://t.co/OnGZk3A2fD #finance https://t.co/PEnxcnwzAA","2019/5/19",1,-0.141421356,"United States","Corvallis",44.5697,-123.278
"143","@RedskullPro What does this Google incident mean for Huawei? How can they continue to make phones if they cannot use Android","2019/5/19",2,0.01606836,"Croatia","Gospi_",44.5461,15.3747
"144","Google 'restricts Huawei's use of Android' - BBC News https://t.co/vzUDMa0gwx","2019/5/19",1,0,"Cambodia","Kampong Thum",12.712,104.889
"145","Huawei has immediately lost access to Android and Google https://t.co/fESPc1eKZ1","2019/5/19",2,-0.200445931,"United States","Munroe Falls",41.1385,-81.4344
"146","Google pulls Huawei__ Android license https://t.co/QTCsST6IVA","2019/5/19",2,0,"India","Warangal",18.01,79.58
"147","Google 'restricts Huawei's use of Android' https://t.co/WQL7tAFb4l","2019/5/19",1,0,"Korea, North","P¡¯y_ngs_ng",39.2464,125.8719
"148","Google reportedly severed Huawei's access to key Android apps and services https://t.co/bY6K1cg8MU","2019/5/19",2,0,"China","Wenzhou",28.02,120.6501
"149","Google 'blocks Huawei access to Android updates' after blacklisting

https://t.co/Qz2Frpvv7U","2019/5/19",2,0,"Iraq","Mandali",33.7436,45.5464
"150","Google suspends Huawei's Android license, restricted to using AOSP https://t.co/KFpIm9BvQJ","2019/5/19",4,-0.133630621,"Guyana","Anna Regina",7.2635,-58.4804
"151","Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/d1RedD1T55","2019/5/19",2,-0.1940285,"United States","Ormond Beach",29.296,-81.1003
"152","Google not letting Huawei access new versions of Android and the Google Play Store. That's big. https://t.co/Xp4zxW9hbu","2019/5/19",2,-0.012344099,"China","Yancheng",33.3856,120.1253
"153","01:40 | Google rompe con Huawei, stop aggiornamenti Android #novasocialnews #news #allnews24 #nonstopnews #primapagina https://t.co/AOcoXsKG1p","2019/5/19",2,-0.157648156,"United States","Aiken",33.5303,-81.727
"154","Huawei has immediately lost access to Android and Google https://t.co/xteiWfXVWA","2019/5/19",2,-0.208012574,"United States","Montvale",41.0529,-74.0499
"155","Huawei has immediately lost access to Android and Google, after Trump ban!!!

#Huawei #HuaweiMobile #Android #Trump #DonaldTrump #EntityList #USvsChina #Google #Android

@huaweimobileph https://t.co/AJIG5aUulv","2019/5/19",2,-0.20776566,"China","Jinan",36.675,116.995
"156","Banned in the US. #huawei
https://t.co/nREMh0meUG","2019/5/19",1,-0.316227766,"United States","Seattle",47.6211,-122.3244
"157","Google pulls Huawei__ Android license, forcing it to use open source version https://t.co/efDkCqs0lc @Verge___","2019/5/19",4,0,"Guyana","Georgetown",6.802,-58.167
"158","Be nervous if you're a Huawei customer. https://t.co/tBnjpbrUUr","2019/5/19",4,-0.141736677,"United Kingdom","Hwlffordd",51.8017,-4.9708
"159","Google 'blocks Huawei access to Android updates' after blacklisting https://t.co/5tk06S8PsE #smartphone #tech #technology","2019/5/19",1,0.023570226,"United States","Oak Hill",37.9844,-81.1277
"160","BBC News - Google 'restricts Huawei's use of Android' https://t.co/43y9joOFpa","2019/5/19",4,0,"United States","Hewitt",31.452,-97.1962
"161","The end of Huawei

https://t.co/f7NgEGeyno","2019/5/19",2,0,"United States","Yonkers",40.9466,-73.8674
"162","Oh boy...  The #saltiness

#salt #google #Huawei #Phones #tablets #mobilecomputing #mobilegames #android https://t.co/VmnS0hYZG1","2019/5/19",4,0.088388348,"United States","Warren",42.4934,-83.027
"163","BBC News - Google 'restricts Huawei's use of Android' https://t.co/Dcls6KtRJq #smartphone #tech #technology","2019/5/19",1,0.025,"Guatemala","Cob¨¢n",15.47,-90.38
"164","Google pulls Huawei__ Android license, forcing it to use open source version _ The Verge https://t.co/duZTQhNJIZ","2019/5/19",4,0,"United States","Danville",36.5831,-79.4088
"165","Google limits Huawei's access to Android code - Axios https://t.co/bRtk4wyJNH","2019/5/19",4,-0.069337525,"China","Shanghai",31.2165,121.4365
"166","Google 'restricts Huawei's use of Android' - BBC News.. shares have already started dropping.. ebobo ba https://t.co/QiuvUupubV","2019/5/19",1,0.01490712,"United Kingdom","Wallasey",53.4333,-3.0667
"167","Google reportedly cuts off Huawei__ Android_license https://t.co/5NVVRN3hJL https://t.co/F0FmFEt7rD","2019/5/19",1,-0.058925565,"United States","Milton",30.6286,-87.0521
"168","Huawei has immediately lost access to Android and Google https://t.co/60oYZNx6N0","2019/5/19",2,-0.200445931,"China","Shenzhen",22.5524,114.1221
"169","Google suspends some business with Huawei after Trump blacklist __ource

Read more: https://t.co/T9D7YTdMo9

#huawei #google #android #technology #smartphone https://t.co/lDxXbliUnp","2019/5/19",2,-0.015396007,"United States","Winnsboro",32.165,-91.721
"170","Google reportedly severed Huawei's access to key Android apps and services https://t.co/olXOEz4ze5 via @Mashable","2019/5/19",2,0,"Indonesia","Tasikmalaya",-7.3254,108.2147
"171","Google reportedly severed Huawei's access to key Android apps and services https://t.co/e6jbN3xNPb #tech #news #smallbiz https://t.co/raESsODLI9","2019/5/19",2,0,"Haiti","Fort-Libert¨¦",19.6656,-71.8448
"172","Google 'blocks @Huawei access to #Android updates' after blacklisting - This is Huge! @Google sucking up to @realDonaldTrump #BigTech
https://t.co/6mRt8mMQ4z","2019/5/19",2,0,"United Kingdom","Romford",51.5833,0.2
"173","Google reportedly severed Huawei's access to key Android apps and services https://t.co/9Sj4n8F8A9 #tech","2019/5/19",2,0,"United States","Platteville",42.7279,-90.4676
"174","Huawei will ""immediately lose access to updates"" for the Android OS, and the next version of its smartphones outside China will also lose access to applications and services ""including the Google Play Store and Gmail app.""

Wow
https://t.co/A1ZLjk16Uk","2019/5/19",2,0.102824452,"United Kingdom","Chichester",50.8333,-0.7833
"175","That's how you beat competition.
But I'm sure Huawei is used to this kind of game back home #huawei #google 
https://t.co/vKgwgXeivK","2019/5/19",4,-0.055901699,"United States","Godfrey",38.9581,-90.2156
"176","Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/qksYN4pnbx","2019/5/19",2,-0.008574929,"United States","Washington",38.9047,-77.0163
"177","Google suspends Huawei's Android support (updated) https://t.co/1eiVONlx5E #NewsSuite https://t.co/KNIAF1AZAt","2019/5/19",2,0.121267813,"United States","Ludington",43.9573,-86.4434
"178","Huawei has immediately lost access to Android and Google https://t.co/n852EWWWDZ","2019/5/19",1,-0.200445931,"United States","Rosemount",44.7465,-93.0662
"179","Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/EBVZ9IZJCR","2019/5/19",2,-0.008574929,"United States","Stokesdale",36.2316,-79.9834
"180","Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/EBVZ9IZJCR","2019/5/19",1,-0.008574929,"Iran","Shar e Kord",32.321,50.854
"181","Google 'restricts Huawei's use of Android' https://t.co/NvPtlQTNfc","2019/5/19",1,0,"United States","Doraville",33.9073,-84.2711
"182","#Google 'restricts #Huawei's use of #Android'
https://t.co/Snr24qvYpH","2019/5/19",1,0,"China","Jining",35.4004,116.55
"183","Google suspends Huawei from Android services via @FT
 https://t.co/rbKJiEbC0X","2019/5/20",2,0,"China","Huangyan",28.65,121.25
"184","Google restricts Huawei's use of Android https://t.co/kf7w1NtGZ6","2019/5/20",2,-0.230940108,"United States","Rogers",45.1865,-93.5783
"185","Google forces Huawei to use open-source version of Android after Trump blacklist - https://t.co/oXjPGyeohy","2019/5/20",2,-0.024253563,"Mexico","Mexico City",19.4424,-99.131
"186","Google blocks Huawei access to Android updates after blacklisting https://t.co/RuVgaX2HeX

Sucks if your not American and want to buy a Huawei phone. But I suspect they are not far from their own operating system.","2019/5/20",2,-0.351433519,"Iran","Shahrud",36.4229,54.9629
"187","Google suspends Huawei from using their services. https://t.co/4ifJ6N140t https://t.co/2jYIyEHmGJ","2019/5/20",1,0,"United Kingdom","Hamilton",55.7667,-4.0333
"188","Trump 'blacklist' sees Google restrict Huawei's use of Android https://t.co/1DljHKXvpQ","2019/5/20",1,-0.235747583,"Iran","Zanjan",36.67,48.5
"189","Google pulls Huawei__ Android license, forcing it to use open source version,
https://t.co/2CenaByKVz #opensourcesoftware #google https://t.co/2zbBtHW7KW","2019/5/20",4,0,"United States","Ironwood",46.4522,-90.1505
"190","Google stops Huawei from using Android @CNBC  https://t.co/5I0vecfFzR","2019/5/20",2,-0.115470054,"Indonesia","Cirebon",-6.7333,108.5666
"191","Trump 'blacklist' sees Google restrict Huawei's use of Android https://t.co/wPsYdz7o1T","2019/5/20",2,-0.219469056,"United States","Miami",25.784,-80.2102
"192","Huawei has immediately lost access to Android and Google https://t.co/RDKnWvflqD","2019/5/20",2,-0.208012574,"United Kingdom","Poole",50.7167,-2
"193","This truly is massive. What happens to my P20 Pro now.. Jump to @NokiaMobile phones ahead? - Google pulls Huawei__ Android license, forcing it to use open source version https://t.co/JU7riUDN22 via @Verge","2019/5/20",4,0.183933837,"Indonesia","Martapura",-3.4135,114.8365
"194","Google may just have killed Huawei's bid to become the world's top smartphone brand https://t.co/Qn0j8j6V1l","2019/5/20",3,0.106600358,"China","Chuxiong",25.0364,101.5456
