"city","city_ascii","state_id","State","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id","Total_Payments"
"Anniston","Anniston","AL","Alabama",1015,"Calhoun",33.6713,-85.8136,75169,21770,184,"polygon",TRUE,"America/Chicago","36201 36206 36207 36205 36204",1840006563,566402
"Lafayette","Lafayette","AL","Alabama",1017,"Chambers",32.8997,-85.4007,2944,2944,128,"polygon",TRUE,"America/Chicago","36862",1840008339,2705423
"Valley","Valley","AL","Alabama",1017,"Chambers",32.8086,-85.1792,20183,9259,305,"polygon",TRUE,"America/Chicago","36854 36872",1840015760,10221
"Waverly","Waverly","AL","Alabama",1017,"Chambers",32.7333,-85.5761,150,150,21,"polygon",TRUE,"America/Chicago","36879",1840016911,135984
"Leesburg","Leesburg","AL","Alabama",1019,"Cherokee",34.1838,-85.7753,1021,1021,61,"polygon",TRUE,"America/Chicago","35983",1840016636,1494529
"Centre","Centre","AL","Alabama",1019,"Cherokee",34.1553,-85.6707,3716,3498,118,"polygon",TRUE,"America/Chicago","35960",1840001099,10221
"Clanton","Clanton","AL","Alabama",1021,"Chilton",32.8439,-86.623,5876,8756,147,"polygon",TRUE,"America/Chicago","35045 35046",1840006157,39875
"Needham","Needham","AL","Alabama",1023,"Choctaw",31.987,-88.3366,88,88,59,"polygon",TRUE,"America/Chicago","36915 36921",1840017018,460152
"Gilbertown","Gilbertown","AL","Alabama",1023,"Choctaw",31.8758,-88.3195,200,200,99,"polygon",TRUE,"America/Chicago","36908",1840003209,11420
"Pennington","Pennington","AL","Alabama",1023,"Choctaw",32.1993,-88.0494,208,208,40,"polygon",TRUE,"America/Chicago","36916",1840017019,140914
"Butler","Butler","AL","Alabama",1023,"Choctaw",32.0951,-88.214,1738,1738,120,"polygon",TRUE,"America/Chicago","36904",1840015823,407561
"Jackson","Jackson","AL","Alabama",1025,"Clarke",31.5318,-87.8915,2675,4790,118,"polygon",TRUE,"America/Chicago","36545",1840014935,4192797
"Fulton","Fulton","AL","Alabama",1025,"Clarke",31.7916,-87.7397,255,255,40,"polygon",TRUE,"America/Chicago","36446 36451",1840002425,178042
"Thomasville","Thomasville","AL","Alabama",1025,"Clarke",31.9111,-87.7418,3076,3943,174,"polygon",TRUE,"America/Chicago","36784",1840015849,607761
"Ashland","Ashland","AL","Alabama",1027,"Clay",33.2704,-85.8337,1932,1932,101,"polygon",TRUE,"America/Chicago","36251",1840006738,1743242
"Edwardsville","Edwardsville","AL","Alabama",1029,"Cleburne",33.8411,-85.4523,198,198,4,"polygon",TRUE,"America/Chicago","36262 36272 36261",1840007129,137384
"Heflin","Heflin","AL","Alabama",1029,"Cleburne",33.6471,-85.5698,3425,3425,82,"polygon",TRUE,"America/Chicago","36264",1840007380,34260
"Enterprise","Enterprise","AL","Alabama",1031,"Coffee",31.3276,-85.8459,38737,28247,356,"polygon",TRUE,"America/Chicago","36330 36331",1840001548,176122
"Elba","Elba","AL","Alabama",1031,"Coffee",31.4172,-86.0759,3875,3875,97,"polygon",TRUE,"America/Chicago","36323",1840001532,11420
"Kinston","Kinston","AL","Alabama",1031,"Coffee",31.22,-86.1705,545,545,43,"polygon",TRUE,"America/Chicago","36453",1840017090,252249
"Sheffield","Sheffield","AL","Alabama",1033,"Colbert",34.7557,-87.7008,8930,8930,541,"polygon",TRUE,"America/Chicago","35660",1840015537,127831
"Tuscumbia","Tuscumbia","AL","Alabama",1033,"Colbert",34.7204,-87.7035,8398,8398,351,"polygon",TRUE,"America/Chicago","35674",1840005567,10221
"Cherokee","Cherokee","AL","Alabama",1033,"Colbert",34.7577,-87.967,1005,1005,175,"polygon",TRUE,"America/Chicago","35616",1840016548,54473
"Evergreen","Evergreen","AL","Alabama",1035,"Conecuh",31.4379,-86.9584,2349,3676,90,"polygon",TRUE,"America/Chicago","36401",1840001842,67045
"Rockford","Rockford","AL","Alabama",1037,"Coosa",32.8896,-86.215,447,447,52,"polygon",TRUE,"America/Chicago","35136",1840005393,2220410
"Libertyville","Libertyville","AL","Alabama",1039,"Covington",31.2428,-86.46,114,114,84,"polygon",TRUE,"America/Chicago","36420",1840017094,600268
"Opp","Opp","AL","Alabama",1039,"Covington",31.2848,-86.257,4668,6468,105,"polygon",TRUE,"America/Chicago","36467",1840014960,11420
"Sanford","Sanford","AL","Alabama",1039,"Covington",31.3006,-86.3975,254,254,23,"polygon",TRUE,"America/Chicago","36420 36421",1840018178,527071
"Florala","Florala","AL","Alabama",1039,"Covington",31.0176,-86.3138,1913,1913,70,"polygon",TRUE,"America/Chicago","36442",1840007209,11420
"Heath","Heath","AL","Alabama",1039,"Covington",31.3579,-86.4673,254,254,110,"polygon",TRUE,"America/Chicago","36421",1840015867,81035
"Lockhart","Lockhart","AL","Alabama",1039,"Covington",31.0128,-86.3505,504,504,178,"polygon",TRUE,"America/Chicago","36442 36455",1840017095,67321
"Andalusia","Andalusia","AL","Alabama",1039,"Covington",31.3101,-86.4781,6486,8787,172,"polygon",TRUE,"America/Chicago","36420 36421",1840004591,75334
"Rutledge","Rutledge","AL","Alabama",1041,"Crenshaw",31.724,-86.302,464,464,30,"polygon",TRUE,"America/Chicago","36049 36071",1840005396,3407
"Glenwood","Glenwood","AL","Alabama",1041,"Crenshaw",31.6675,-86.173,186,186,98,"polygon",TRUE,"America/Chicago","36034",1840003300,33061
"Luverne","Luverne","AL","Alabama",1041,"Crenshaw",31.7186,-86.2687,2770,2770,68,"polygon",TRUE,"America/Chicago","36049",1840004042,114971
"Cullman","Cullman","AL","Alabama",1043,"Cullman",34.1791,-86.8402,19114,15385,306,"polygon",TRUE,"America/Chicago","35058 35055 35056",1840001354,425447
"Fairview","Fairview","AL","Alabama",1043,"Cullman",34.2477,-86.6843,459,459,65,"polygon",TRUE,"America/Chicago","35058",1840002078,77726
"Hanceville","Hanceville","AL","Alabama",1043,"Cullman",34.0634,-86.7651,3352,3391,290,"polygon",TRUE,"America/Chicago","35077",1840013642,11420
"Daleville","Daleville","AL","Alabama",1045,"Dale",31.2915,-85.7115,5122,5122,140,"polygon",TRUE,"America/Chicago","36322",1840014955,28455
"Grimes","Grimes","AL","Alabama",1045,"Dale",31.2999,-85.4502,543,543,167,"polygon",TRUE,"America/Chicago","36303 36350",1840003500,44548
"Newton","Newton","AL","Alabama",1045,"Dale",31.3423,-85.5893,1464,1464,39,"polygon",TRUE,"America/Chicago","36371 36352 36360",1840017088,1800699
"Ozark","Ozark","AL","Alabama",1045,"Dale",31.4509,-85.6473,11678,14428,163,"polygon",TRUE,"America/Chicago","36360 36361",1840005283,198280
"Selma","Selma","AL","Alabama",1047,"Dallas",32.4166,-87.0336,21083,18370,513,"polygon",TRUE,"America/Chicago","36703 36701 36702",1840008329,72014
"Orrville","Orrville","AL","Alabama",1047,"Dallas",32.3068,-87.2454,178,178,66,"polygon",TRUE,"America/Chicago","36767",1840016970,28381
"Crossville","Crossville","AL","Alabama",1049,"DeKalb",34.2853,-85.9996,1847,1847,85,"polygon",TRUE,"America/Chicago","35962",1840016554,311547
"Collinsville","Collinsville","AL","Alabama",1049,"DeKalb",34.2669,-85.8653,1969,1969,194,"polygon",TRUE,"America/Chicago","35961",1840016553,72174
"Shiloh","Shiloh","AL","Alabama",1049,"DeKalb",34.4638,-85.878,278,278,62,"polygon",TRUE,"America/Chicago","35986",1840017915,26247
"Powell","Powell","AL","Alabama",1049,"DeKalb",34.5325,-85.8979,965,965,75,"polygon",TRUE,"America/Chicago","35986 35971",1840017914,457269
"Sylvania","Sylvania","AL","Alabama",1049,"DeKalb",34.5619,-85.8045,1882,1882,82,"polygon",TRUE,"America/Chicago","35988 35968",1840016558,318002
"Rainsville","Rainsville","AL","Alabama",1049,"DeKalb",34.4939,-85.8435,5038,5038,94,"polygon",TRUE,"America/Chicago","35986",1840014658,14827
"Wetumpka","Wetumpka","AL","Alabama",1051,"Elmore",32.5407,-86.2057,8310,8148,296,"polygon",TRUE,"America/Chicago","36093 36092",1840006013,22840
"Millbrook","Millbrook","AL","Alabama",1051,"Elmore",32.5033,-86.3729,15318,15318,461,"polygon",TRUE,"America/Chicago","36022 36054",1840014877,22840
"Tallassee","Tallassee","AL","Alabama",1051,"Elmore",32.5314,-85.8912,3915,4671,167,"polygon",TRUE,"America/Chicago","36078",1840015790,34260
"Atmore","Atmore","AL","Alabama",1053,"Escambia",31.0926,-87.4763,6368,9890,174,"polygon",TRUE,"America/Chicago","36502 36503 36504",1840013888,18234
"Brewton","Brewton","AL","Alabama",1053,"Escambia",31.1111,-87.0737,6648,5236,180,"polygon",TRUE,"America/Chicago","36426 36427",1840006146,22840
"Riverview","Riverview","AL","Alabama",1053,"Escambia",31.0586,-87.0708,180,180,48,"polygon",TRUE,"America/Chicago","36426",1840018196,287041
"Altoona","Altoona","AL","Alabama",1055,"Etowah",34.031,-86.3181,917,917,81,"polygon",TRUE,"America/Chicago","35952",1840000720,1156828
"Gadsden","Gadsden","AL","Alabama",1055,"Etowah",34.009,-86.0156,61656,35409,366,"polygon",TRUE,"America/Chicago","35901 35903 35904 35902",1840006332,351544
"Glencoe","Glencoe","AL","Alabama",1055,"Etowah",33.9447,-85.9319,5152,5152,117,"polygon",TRUE,"America/Chicago","35903 35905",1840003257,48423
"Southside","Southside","AL","Alabama",1055,"Etowah",33.9007,-86.0237,8731,8731,177,"polygon",TRUE,"America/Chicago","35907",1840015604,3407
"Fayette","Fayette","AL","Alabama",1057,"Fayette",33.6943,-87.8307,3210,4350,196,"polygon",TRUE,"America/Chicago","35555",1840006295,15131
"Russellville","Russellville","AL","Alabama",1059,"Franklin",34.5055,-87.7282,9732,9697,279,"polygon",TRUE,"America/Chicago","35654 35653",1840004247,307617
"Hodges","Hodges","AL","Alabama",1059,"Franklin",34.334,-87.9299,281,281,26,"polygon",TRUE,"America/Chicago","35571",1840016624,22840
"Hartford","Hartford","AL","Alabama",1061,"Geneva",31.1055,-85.6916,2592,2592,160,"polygon",TRUE,"America/Chicago","36344",1840013892,1884772
"Samson","Samson","AL","Alabama",1061,"Geneva",31.1124,-86.0462,1887,1887,201,"polygon",TRUE,"America/Chicago","36477",1840015883,14827
"Geneva","Geneva","AL","Alabama",1061,"Geneva",31.0437,-85.8764,2602,4365,106,"polygon",TRUE,"America/Chicago","36340",1840003161,687801
"Malvern","Malvern","AL","Alabama",1061,"Geneva",31.1428,-85.521,1441,1441,39,"polygon",TRUE,"America/Chicago","36375 36301 36305",1840017137,279188
"Union","Union","AL","Alabama",1063,"Greene",32.9938,-87.9071,219,219,102,"polygon",TRUE,"America/Chicago","35462",1840016909,437630
"Eutaw","Eutaw","AL","Alabama",1063,"Greene",32.8436,-87.8987,2687,2687,86,"polygon",TRUE,"America/Chicago","35462",1840001838,3407
"Akron","Akron","AL","Alabama",1065,"Hale",32.8785,-87.7429,332,332,186,"polygon",TRUE,"America/Chicago","35441",1840015775,2435314
"Moundville","Moundville","AL","Alabama",1065,"Hale",32.997,-87.6272,2598,2446,205,"polygon",TRUE,"America/Chicago","35474",1840016942,11420
"Greensboro","Greensboro","AL","Alabama",1065,"Hale",32.7014,-87.595,2314,2314,375,"polygon",TRUE,"America/Chicago","36744",1840006442,2697240
"Headland","Headland","AL","Alabama",1067,"Henry",31.3502,-85.3523,4683,4683,59,"polygon",TRUE,"America/Chicago","36345",1840014949,3407
"Newville","Newville","AL","Alabama",1067,"Henry",31.4206,-85.3367,513,513,49,"polygon",TRUE,"America/Chicago","36353",1840017073,13628
"Abbeville","Abbeville","AL","Alabama",1067,"Henry",31.5664,-85.2527,2567,2567,63,"polygon",TRUE,"America/Chicago","36310",1840000552,164026
"Columbia","Columbia","AL","Alabama",1069,"Houston",31.2968,-85.1103,730,730,71,"polygon",TRUE,"America/New_York","36319",1840017129,7645707
"Taylor","Taylor","AL","Alabama",1069,"Houston",31.1657,-85.4697,2396,2396,125,"polygon",TRUE,"America/Chicago","36301 36305",1840017133,149469
"Avon","Avon","AL","Alabama",1069,"Houston",31.1806,-85.2795,514,514,74,"polygon",TRUE,"America/Chicago","36312",1840015881,1078236
"Dothan","Dothan","AL","Alabama",1069,"Houston",31.2336,-85.4068,71620,68202,293,"polygon",TRUE,"America/Chicago","36303 36301 36305 36321 36302 36304",1840001518,1027480
"Cottonwood","Cottonwood","AL","Alabama",1069,"Houston",31.0549,-85.301,1256,1256,84,"polygon",TRUE,"America/Chicago","36320",1840017130,181983
"Gordon","Gordon","AL","Alabama",1069,"Houston",31.1439,-85.0932,326,326,39,"polygon",TRUE,"America/Chicago","36343",1840006413,37667
"Scottsboro","Scottsboro","AL","Alabama",1071,"Jackson",34.6438,-86.0491,9874,14484,110,"polygon",TRUE,"America/Chicago","35768 35769",1840005605,139248
"Hollywood","Hollywood","AL","Alabama",1071,"Jackson",34.719,-85.965,969,969,41,"polygon",TRUE,"America/Chicago","35769 35752",1840016522,1348661
"Woodville","Woodville","AL","Alabama",1071,"Jackson",34.6256,-86.2792,720,720,41,"polygon",TRUE,"America/Chicago","35776",1840016527,11420
"Bridgeport","Bridgeport","AL","Alabama",1071,"Jackson",34.9495,-85.7243,2312,2312,206,"polygon",TRUE,"America/Chicago","35740",1840001007,946357
"Pinson","Pinson","AL","Alabama",1073,"Jefferson",33.7062,-86.6655,7532,7532,255,"polygon",TRUE,"America/Chicago","35215 35126 35123",1840022941,34260
"Hoover","Hoover","AL","Alabama",1073,"Jefferson",33.3763,-86.8058,84920,84920,696,"polygon",TRUE,"America/Chicago","35216 35244 35242 35226 35236 35260",1840014795,232458
"Bessemer","Bessemer","AL","Alabama",1073,"Jefferson",33.3709,-86.9714,26386,26386,251,"polygon",TRUE,"America/Chicago","35022 35020",1840013732,301482
"Clay","Clay","AL","Alabama",1073,"Jefferson",33.698,-86.6067,9599,9599,373,"polygon",TRUE,"America/Chicago","35173 35126",1840014790,11420
"Brighton","Brighton","AL","Alabama",1073,"Jefferson",33.4393,-86.9454,2801,2801,764,"polygon",TRUE,"America/Chicago","35020",1840013734,1842939
"Homewood","Homewood","AL","Alabama",1073,"Jefferson",33.4617,-86.8092,25476,25476,1179,"polygon",TRUE,"America/Chicago","35229 35209 35219 35293",1840014794,455451
"Leeds","Leeds","AL","Alabama",1073,"Jefferson",33.5429,-86.5636,12031,12031,206,"polygon",TRUE,"America/Chicago","35094 35173",1840005106,11420
"Tarrant","Tarrant","AL","Alabama",1073,"Jefferson",33.5941,-86.7684,6201,6201,377,"polygon",TRUE,"America/Chicago","35217",1840015671,11420
"Birmingham","Birmingham","AL","Alabama",1073,"Jefferson",33.5276,-86.7988,744189,210710,557,"polygon",TRUE,"America/Chicago","35218 35214 35215 35217 35210 35211 35212 35213 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35243 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298",1840006507,7759260
"Kimberly","Kimberly","AL","Alabama",1073,"Jefferson",33.7758,-86.797,3173,3173,209,"polygon",TRUE,"America/Chicago","35071 35091 35116",1840016799,85654
"Graysville","Graysville","AL","Alabama",1073,"Jefferson",33.6583,-86.9674,2094,2094,47,"polygon",TRUE,"America/Chicago","35073",1840003493,22840
"Morris","Morris","AL","Alabama",1073,"Jefferson",33.7467,-86.8039,1970,1970,251,"polygon",TRUE,"America/Chicago","35071 35116",1840016801,204224
"Adamsville","Adamsville","AL","Alabama",1073,"Jefferson",33.6063,-86.9745,4347,4347,66,"polygon",TRUE,"America/Chicago","35214 35060 35073 35005",1840013724,25048
"Gardendale","Gardendale","AL","Alabama",1073,"Jefferson",33.6676,-86.807,13906,13906,233,"polygon",TRUE,"America/Chicago","35071 35119",1840002820,123092
"Fairfield","Fairfield","AL","Alabama",1073,"Jefferson",33.4747,-86.9194,10683,10683,1188,"polygon",TRUE,"America/Chicago","35064",1840001883,1671779
"Hueytown","Hueytown","AL","Alabama",1073,"Jefferson",33.4237,-87.0221,15460,15460,303,"polygon",TRUE,"America/Chicago","35023 35061",1840014796,60507
"Fultondale","Fultondale","AL","Alabama",1073,"Jefferson",33.6177,-86.8015,9190,9190,290,"polygon",TRUE,"America/Chicago","35217 35119 35068",1840002481,37667
"Vernon","Vernon","AL","Alabama",1075,"Lamar",33.7589,-88.1144,1877,1877,123,"polygon",TRUE,"America/Chicago","35592",1840005593,296061
"Beaverton","Beaverton","AL","Alabama",1075,"Lamar",33.9354,-88.0218,185,185,15,"polygon",TRUE,"America/Chicago","35544",1840015635,198634
"Detroit","Detroit","AL","Alabama",1075,"Lamar",34.0274,-88.1678,225,225,65,"polygon",TRUE,"America/Chicago","35552",1840016757,306434
"Waterloo","Waterloo","AL","Alabama",1077,"Lauderdale",34.9173,-88.0654,200,200,103,"polygon",TRUE,"America/Chicago","35677",1840016505,1327771
"Lexington","Lexington","AL","Alabama",1077,"Lauderdale",34.9652,-87.3735,717,717,85,"polygon",TRUE,"America/Chicago","35648",1840016504,3428171
"Anderson","Anderson","AL","Alabama",1077,"Lauderdale",34.9147,-87.2716,276,276,82,"polygon",TRUE,"America/Chicago","35610",1840015513,1170763
"Rogersville","Rogersville","AL","Alabama",1077,"Lauderdale",34.8251,-87.2821,1230,1230,156,"polygon",TRUE,"America/Chicago","35652",1840017891,58109
"Killen","Killen","AL","Alabama",1077,"Lauderdale",34.8607,-87.5269,972,972,185,"polygon",TRUE,"America/Chicago","35645",1840016503,11420
"Florence","Florence","AL","Alabama",1077,"Lauderdale",34.83,-87.6658,78112,39852,589,"polygon",TRUE,"America/Chicago","35633 35630 35631 35632",1840002083,1629304
"Courtland","Courtland","AL","Alabama",1079,"Lawrence",34.6703,-87.3262,590,590,77,"polygon",TRUE,"America/Chicago","35618",1840016590,11420
"Moulton","Moulton","AL","Alabama",1079,"Lawrence",34.4844,-87.2832,2740,3258,209,"polygon",TRUE,"America/Chicago","35650",1840008190,11420
"Hillsboro","Hillsboro","AL","Alabama",1079,"Lawrence",34.6408,-87.1837,518,518,106,"polygon",TRUE,"America/Chicago","35643",1840016589,533763
"Opelika","Opelika","AL","Alabama",1081,"Lee",32.6621,-85.3772,30240,30240,195,"polygon",TRUE,"America/Chicago","36801 36804 36803",1840005210,315237
"Auburn","Auburn","AL","Alabama",1081,"Lee",32.6084,-85.4897,89577,63973,419,"polygon",TRUE,"America/Chicago","36849 36832 36830 36831",1840013810,1456056
"Athens","Athens","AL","Alabama",1083,"Limestone",34.7847,-86.951,29192,25616,248,"polygon",TRUE,"America/Chicago","35611 35613 35612",1840000935,1812638
"Mooresville","Mooresville","AL","Alabama",1083,"Limestone",34.627,-86.88,59,59,191,"polygon",TRUE,"America/Chicago","35649",1840016510,1127649
"Ardmore","Ardmore","AL","Alabama",1083,"Limestone",34.9847,-86.8373,1398,1398,264,"polygon",TRUE,"America/Chicago","35739",1840015515,311319
"Benton","Benton","AL","Alabama",1085,"Lowndes",32.3078,-86.818,43,43,54,"polygon",TRUE,"America/Chicago","36785 36752",1840015812,235302
"Franklin","Franklin","AL","Alabama",1087,"Macon",32.4551,-85.8066,129,129,11,"polygon",TRUE,"America/Chicago","36083",1840016980,1929410
"Huntsville","Huntsville","AL","Alabama",1089,"Madison",34.6989,-86.6414,309716,194585,352,"polygon",TRUE,"America/Chicago","35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899",1840005061,2777994
"Madison","Madison","AL","Alabama",1089,"Madison",34.7113,-86.7617,48861,48861,637,"polygon",TRUE,"America/Chicago","35756 35758",1840015524,8861857
"Providence","Providence","AL","Alabama",1091,"Marengo",32.3424,-87.7761,204,204,45,"polygon",TRUE,"America/Chicago","36748 36742",1840018105,1416717
"Linden","Linden","AL","Alabama",1091,"Marengo",32.3001,-87.7926,1936,1936,208,"polygon",TRUE,"America/Chicago","36748",1840005138,310551
"Demopolis","Demopolis","AL","Alabama",1091,"Marengo",32.498,-87.8298,5907,6851,149,"polygon",TRUE,"America/Chicago","36732 36742",1840014897,11420
"Dayton","Dayton","AL","Alabama",1091,"Marengo",32.3509,-87.6416,47,47,18,"polygon",TRUE,"America/Chicago","36738 36748",1840016995,3223330
"Thomaston","Thomaston","AL","Alabama",1091,"Marengo",32.2683,-87.6237,386,386,74,"polygon",TRUE,"America/Chicago","36783",1840016998,60507
"Hamilton","Hamilton","AL","Alabama",1093,"Marion",34.1346,-87.9755,6646,6646,67,"polygon",TRUE,"America/Chicago","35570",1840003629,1279059
"Winfield","Winfield","AL","Alabama",1093,"Marion",33.9311,-87.797,4468,4468,98,"polygon",TRUE,"America/Chicago","35594",1840015587,624381
"Douglas","Douglas","AL","Alabama",1095,"Marshall",34.1705,-86.3224,768,768,87,"polygon",TRUE,"America/Chicago","35957 35980 35964",1840016619,124579
"Arab","Arab","AL","Alabama",1095,"Marshall",34.3308,-86.499,8244,8284,241,"polygon",TRUE,"America/Chicago","35016",1840013600,49087
"Grant","Grant","AL","Alabama",1095,"Marshall",34.519,-86.2492,908,908,190,"polygon",TRUE,"America/Chicago","35747",1840016620,68013
"Guntersville","Guntersville","AL","Alabama",1095,"Marshall",34.3674,-86.2634,8429,8429,128,"polygon",TRUE,"America/Chicago","35976",1840006456,186900
"Albertville","Albertville","AL","Alabama",1095,"Marshall",34.2631,-86.2106,37220,21392,311,"polygon",TRUE,"America/Chicago","35951 35950",1840013599,104716
"Boaz","Boaz","AL","Alabama",1095,"Marshall",34.1985,-86.1529,9652,9652,256,"polygon",TRUE,"America/Chicago","35957 35956",1840013602,94767
"Mobile","Mobile","AL","Alabama",1097,"Mobile",30.6783,-88.1162,318084,190265,526,"polygon",TRUE,"America/Chicago","36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691",1840006009,2902904
"Saraland","Saraland","AL","Alabama",1097,"Mobile",30.8453,-88.0988,14576,14576,183,"polygon",TRUE,"America/Chicago","36571",1840015886,45680
"Semmes","Semmes","AL","Alabama",1097,"Mobile",30.7883,-88.2343,4934,4934,185,"polygon",TRUE,"America/Chicago","36613 36575",1840027491,11420
"Citronelle","Citronelle","AL","Alabama",1097,"Mobile",31.0952,-88.2467,3900,3900,58,"polygon",TRUE,"America/Chicago","36522",1840014987,22840
"Monroeville","Monroeville","AL","Alabama",1099,"Monroe",31.5164,-87.328,4395,5927,171,"polygon",TRUE,"America/Chicago","36460 36461",1840005191,437196
"Beatrice","Beatrice","AL","Alabama",1099,"Monroe",31.7334,-87.209,280,280,79,"polygon",TRUE,"America/Chicago","36425",1840015858,11420
"Montgomery","Montgomery","AL","Alabama",1101,"Montgomery",32.347,-86.2663,255908,199518,481,"polygon",TRUE,"America/Chicago","36064 36112 36113 36110 36111 36116 36117 36115 36108 36105 36104 36106 36109 36107 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191",1840008353,887955
"Trinity","Trinity","AL","Alabama",1103,"Morgan",34.6004,-87.0837,2156,2156,189,"polygon",TRUE,"America/Chicago","35673",1840016612,214813
"Hartselle","Hartselle","AL","Alabama",1103,"Morgan",34.4391,-86.94,14373,14373,337,"polygon",TRUE,"America/Chicago","35640",1840013593,55901
"Decatur","Decatur","AL","Alabama",1103,"Morgan",34.573,-86.9905,68816,54405,388,"polygon",TRUE,"America/Chicago","35603 35601 35602 35609",1840001403,2477437
"Somerville","Somerville","AL","Alabama",1103,"Morgan",34.4687,-86.7956,723,723,101,"polygon",TRUE,"America/Chicago","35670 35640",1840004313,471978
"Marion","Marion","AL","Alabama",1105,"Perry",32.6318,-87.3172,3314,3314,121,"polygon",TRUE,"America/Chicago","36756",1840008188,1393039
"Uniontown","Uniontown","AL","Alabama",1105,"Perry",32.449,-87.4958,2320,2320,59,"polygon",TRUE,"America/Chicago","36786",1840016959,482975
"Aliceville","Aliceville","AL","Alabama",1107,"Pickens",33.1237,-88.1594,2335,2335,197,"polygon",TRUE,"America/Chicago","35442",1840013758,3407
"Memphis","Memphis","AL","Alabama",1107,"Pickens",33.1369,-88.3008,28,28,27,"polygon",TRUE,"America/Chicago","35442",1840016852,3113694
