Country,Abb,X,Y,Time,Airline,Info,Source
Bangladesh,BGD,90.28042,23.927884,16.07.2020,Biman Bangladesh,Biman Bangladesh resumes UAE service in mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292485/biman-bangladesh-resumes-uae-service-in-mid-july-2020/
Bangladesh,BGD,90.28042,23.927884,18.06.2020,Novoair,Novoair June 2020 operations,https://www.routesonline.com/news/38/airlineroute/291899/novoair-june-2020-operations/
Bangladesh,BGD,90.28042,23.927884,11.07.2020,Novoair,Bangladesh: NOVOAIR to start flights from Dhaka to Barishal on 12 July,https://bcdtravel.intelliguide.com/Alert/AlertItem.aspx?id=d62951ab8cdc4103b8b6ffc8b385a9f9
Barbados,BRB,-59.53546,13.13996,,,,
Bassas da India,xFR,39.748618,-21.46322,,,,
Belarus,BLR,28.0494,53.541933,22.05.2020,Belavia,"Barcelona-Minsk-Yerevan flights coming from June 2, operated by Belavia",https://www.aviation24.be/airlines/belavia/barcelona-minsk-yerevan-flights-coming-from-june-2-operated-by-belavia/
Belarus,BLR,28.0494,53.541933,22.06.2020,Belavia,Belavia resumes Tashkent service from July 2020,https://www.routesonline.com/news/38/airlineroute/291956/belavia-resumes-tashkent-service-from-july-2020/
Belgium,BEL,4.660713,50.640947,13.05.2020,Air Belgium,Air Belgium postpones restart of operations to 24 June ,https://www.aviation24.be/airlines/air-belgium/air-belgium-expects-to-restart-on-24-june-2020/
Belgium,BEL,4.660713,50.640947,15.07.2020,Air Belgium,Air Belgium relaunches scheduled flights to French West Indies on 15 July,https://www.aviation24.be/airlines/air-belgium/air-belgium-relaunches-scheduled-flights-to-french-west-indies-on-15-july/
Belgium,BEL,4.660713,50.640947,16.07.2020,Air Belgium,Air Belgium resumes scheduled passenger service from mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292489/air-belgium-resumes-scheduled-passenger-service-from-mid-july-2020/
Belgium,BEL,4.660713,50.640947,02.07.2020,Brussels Airlines ,Thousands of flights cancelled as Brussels Airlines adjusts schedule ,"https://www.brusselstimes.com/all-news/belgium-all-news/119608/thousands-of-flights-cancelled-as-brussels-airlines-adjusts-schedule/"
Belgium,BEL,4.660713,50.640947,15.07.2020,Brussels Airlines ,Brussels Airlines to postpone extension of its flight schedule by one week in August ,https://www.aviation24.be/airlines/lufthansa-group/brussels-airlines/brussels-airlines-postpones-the-relaunch-of-long-haul-flights-by-one-week-in-august/
Belgium,BEL,4.660713,50.640947,24.06.2020,TUIfly Airlines Belgium,TUIfly Belgium July/August 2020 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/292015/tuifly-belgium-julyaugust-2020-operations-as-of-21jun20/
Belgium,BEL,4.660713,50.640947,14.07.2020,TUIfly Airlines Belgium,Liege Airport resumes passenger flights on 17 July,https://www.aviation24.be/airports/liege/liege-airport-resumes-passenger-flights-on-17-july/
Belize,BLZ,-88.708794,17.19908,,,,
Benin,BEN,2.339979,9.653766,,,,
Bermuda,BMU,-64.785473,32.279828,,,,
Bhutan,BTN,90.427775,27.395175,02.06.2020,Druk Air,Druk Air Royal Bhutan Airlines June 2020 operations as of 01JUN20,https://www.routesonline.com/news/38/airlineroute/291563/druk-air-royal-bhutan-airlines-june-2020-operations-as-of-01jun20/
Bi'r Taw??l,"SDN, EGY",33.687997,21.888666,,,,
Bird Island,VEN,-63.617377,15.668231,,,,
Bolivia,BOL,-64.662243,-16.712734,,,,
Bonaire,BES,-68.308064,12.226704,,,,
Bosnia and Herzegovina,BIH,17.785036,44.168219,15.06.2020,FlyBosnia,FlyBosnia operations as of 12JUN20,https://www.routesonline.com/news/38/airlineroute/291817/flybosnia-s20-operation-as-of-12jun20/
Botswana,BWA,23.813802,-22.188101,10.07.2020,Air Botswana,Air Botswana resumes scheduled service in mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292376/air-botswana-resumes-scheduled-service-in-mid-july-2020/
Bouvet Island,BVT,3.363476,-54.421105,,,,
Brazil,BRA,-53.089656,-10.772064,19.05.2020,Globalia,Globalia suspends plans to operate domestic flights in Brazil ,https://www.reuters.com/article/us-health-coronavirus-brazil-airlines/spanish-airline-globalia-suspends-plans-to-fly-domestic-in-brazil-regulator-idUSKBN22V380
Brazil,BRA,-53.089656,-10.772064,07.05.2020,LATAM Brasil,"LATAM Brasil additional DOMESTIC (GRU-BSB,GRU-POA) eff. 07APR",https://www.routesonline.com/news/38/airlineroute/291161/latam-brasil-schedules-additional-domestic-boeing-767-flights-in-2q20/
Brazil,BRA,-53.089656,-10.772064,23.06.2020,LATAM Brasil,LATAM Brasil July 2020 International operations as of 23JUN20,https://www.routesonline.com/news/38/airlineroute/292028/latam-brasil-july-2020-international-operations-as-of-23jun20/
Brazil,BRA,-53.089656,-10.772064,10.07.2020,LATAM Brasil,LATAM Brazil Joins Sister Airlines In Chapter 11 Bankruptcy,https://simpleflying.com/latam-brazil-chapter-11/
British Virgin Islands,VGB,-64.59433,18.430285,,,,
Brunei Darussalam,BRN,114.628856,4.49737,16.06.2020,Royal Brunei,Royal Brunei July/August 2020 operations as of 15JUN20,https://www.routesonline.com/news/38/airlineroute/291832/royal-brunei-julyaugust-2020-operations-as-of-15jun20/
Bulgaria,BGR,25.237625,42.757311,08.04.2020,Wizz,Wizz Air cancels all of its flights connecting Sofia to Lisbon from 9-13 April ,https://seenews.com/news/wizz-air-cancels-all-sofia-lisbon-flights-until-april-13-694278
Bulgaria,BGR,25.237625,42.757311,11.05.2020,Bulgaria Air,Bulgaria Air week of 10MAY20 operations,https://www.routesonline.com/news/38/airlineroute/291205/bulgaria-air-week-of-10may20-operations/
Bulgaria,BGR,25.237625,42.757311,26.06.2020,Voyage Air,Voyage Air adds new route to Routes Europe 2022 Host City Lodz from July 2020,https://www.routesonline.com/news/38/airlineroute/292073/voyage-air-adds-new-route-to-routes-europe-2022-host-city-lodz-from-july-2020/
Bulgaria,BGR,25.237625,42.757311,26.06.2020,Voyage Air,Voyage Air 3Q20 Germany operations,https://www.routesonline.com/news/38/airlineroute/292074/voyage-air-3q20-germany-operations-/
Burkina Faso,BFA,-1.735501,12.273481,20.03.2020,Air Burkina,All flights canceled from 21MAR20,https://lefaso.net/spip.php?article95620
Kazakhstan,KAZ,66.653592,48.019634,09.06.2020,SCAT Air Company,SCAT expands Kyzylorda service in June 2020,https://www.routesonline.com/news/38/airlineroute/291710/scat-expands-kyzylorda-service-in-june-2020/
Burundi,BDI,29.890813,-3.366382,,,,
Cambodia,KHM,104.922836,12.711638,07.05.2020,Lanmei Airlines,Lanmei Airlines re-schedules planned new routes launch eff. August 2020,https://www.routesonline.com/news/38/airlineroute/291157/lanmei-airlines-re-schedules-planned-new-routes-launch-in-s20/
Cambodia,KHM,104.922836,12.711638,19.05.2020,JC Airlines,JC Airlines reschedules Chiang Mai launch to July 2020,https://www.routesonline.com/news/38/airlineroute/291338/jc-airlines-reschedules-chiang-mai-launch-to-july-2020/
Cambodia,KHM,104.922836,12.711638,29.05.2020,Cambodia Angkor Air,Cambodia Angkor Air 16JUN20 ?€? 31JUL20 operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292129/cambodia-angkor-air-16jun20-31jul20-operations-as-of-26jun20/
Cameroon,CMR,12.751782,5.69612,,,,
Canada,CAN,-102.46617,58.040219,11.06.2020,Air Canada,Air Canada NS20 International operations as of 10JUN20,https://www.routesonline.com/news/38/airlineroute/291771/air-canada-ns20-international-operations-as-of-10jun20/
Canada,CAN,-102.46617,58.040219,23.06.2020,Air Canada,Air Canada resumes daily London-Toronto flights as airport begins recovery,"https://lfpress.com/business/local-business/air-canada-resumes-daily-flights-from-london-to-toronto-as-airport-begins-long-road-to-recapture-2019-traffic"
Canada,CAN,-102.46617,58.040219,06.07.2020,Air Canada,Air Canada resumes passenger flights from Ireland,"https://www.irishtimes.com/business/transport-and-tourism/air-canada-resumes-passenger-flights-from-ireland-1.4297423"
Canada,CAN,-102.46617,58.040219,15.07.2020,Air Canada,Air Canada?€?s non-stop Kelowna to Toronto flights set to resume August 2,https://www.kelownacapnews.com/news/air-canadas-non-stop-kelowna-to-toronto-flights-set-to-resume-august-2/
Canada,CAN,-102.46617,58.040219,30.04.2020,Canadian North,Canadian North 24APR20 ?€? 31MAY20 operations,https://www.routesonline.com/news/38/airlineroute/291038/canadian-north-24apr20-31may20-operations/
Canada,CAN,-102.46617,58.040219,17.06.2020,Central Mountain Air,Central Mountain Air outlines interim schedules for July 2020,https://www.routesonline.com/news/38/airlineroute/291867/central-mountain-air-outlines-interim-schedules-for-july-2020/
Canada,CAN,-102.46617,58.040219,10.06.2020,Flair Airlines,Flair Airlines outlines 3Q20 Canadian network,https://www.routesonline.com/news/38/airlineroute/291735/flair-airlines-outlines-3q20-canadian-network/
Canada,CAN,-102.46617,58.040219,27.03.2020,Harbour Air ,Harbour Air suspends all scheduled flights until 4 May.,https://www.vicnews.com/news/covid-19-harbour-air-suspends-all-scheduled-flights/
Canada,CAN,-102.46617,58.040219,09.07.2020,Pacific Coastal,Pacific Coastal expands interim schedule in August 2020,https://www.routesonline.com/news/38/airlineroute/292354/pacific-coastal-expands-interim-schedule-in-august-2020/
Canada,CAN,-102.46617,58.040219,16.06.2020,Porter Airlines,Pacific Coastal expands interim schedule in July 2020,https://www.routesonline.com/news/38/airlineroute/291840/pacific-coastal-expands-interim-schedule-in-july-2020/
Canada,CAN,-102.46617,58.040219,10.06.2020,Swoop,Swoop outlines revised 3Q20 Canadian network,https://www.routesonline.com/news/38/airlineroute/291734/swoop-outlines-revised-3q20-canadian-network/
Canada,CAN,-102.46617,58.040219,20.05.2020,Sunwing Airlines,Sunwing Airlines Domestic Canada network eff. late-June 2020,https://www.routesonline.com/news/38/airlineroute/291362/sunwing-airlines-s20-domestic-canada-network-as-of-13may20/
Canada,CAN,-102.46617,58.040219,23.06.2020,Air Transat,Air Transat July/August 2020 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/291997/air-transat-julyaugust-2020-operations-as-of-21jun20/
Kazakhstan,KAZ,66.653592,48.019634,19.06.2020,SCAT Air Company,SCAT Aircompany resumes Turkey service from July 2020,https://www.routesonline.com/news/38/airlineroute/291935/scat-aircompany-resumes-turkey-service-from-july-2020/
Kazakhstan,KAZ,66.653592,48.019634,19.06.2020,FlyArystan ,FlyArystan expands domestic network in July/August 2020,https://www.routesonline.com/news/38/airlineroute/291936/flyarystan-expands-domestic-network-in-julyaugust-2020/
Kazakhstan,KAZ,66.653592,48.019634,17.07.2020,FlyArystan ,FlyArystan revises 3Q20 new domestic routes/frequencies addition,https://www.routesonline.com/news/38/airlineroute/292527/flyarystan-revises-3q20-new-domestic-routesfrequencies-addition/
Kazakhstan,KAZ,66.653592,48.019634,05.06.2020,Air Astana,Air Astana July ?€? October 2020 International Preliminary operations as of 04JUN20,https://www.routesonline.com/news/38/airlineroute/291652/air-astana-july-october-2020-international-preliminary-operations-as-of-04jun20/
Kazakhstan,KAZ,66.653592,48.019634,16.06.2020,Air Astana,Air Astana Resumes International Services,https://aviationtribune.com/airlines/asia/air-astana-resumes-international-services/
Kazakhstan,KAZ,66.653592,48.019634,18.06.2020,Air Astana,Air Astana resumes Turkey scheduled service from late-June 2020,https://www.routesonline.com/news/38/airlineroute/291908/air-astana-resumes-turkey-scheduled-service-from-late-june-2020/
Kazakhstan,KAZ,66.653592,48.019634,24.06.2020,Air Astana,Air Astana resumes regular service to Seoul in late-June 2020,https://www.routesonline.com/news/38/airlineroute/292023/air-astana-resumes-regular-service-to-seoul-in-late-june-2020/
Kazakhstan,KAZ,66.653592,48.019634,02.07.2020,Qazaq Air ,Qazaq Air May 2020 operations as of 14MAY20,https://www.routesonline.com/news/38/airlineroute/292214/qazaq-air-adds-almaty-taraz-route-from-july-2020/
Kenya,KEN,37.861019,0.53472,07.07.2020,Jambojet,Jambojet set to resume flights to local destinations,"https://www.kbc.co.ke/jambojet-set-to-resume-flights-to-local-destinations/"
Kenya,KEN,37.861019,0.53472,13.07.2020,Kenya Airways,Kenya Airways July 2020 Domestic operations as of 10JUL20,https://www.routesonline.com/news/38/airlineroute/292411/kenya-airways-july-2020-domestic-operations-as-of-10jul20/
Kingman Reef,UMI,-162.5614,6.478546,,,,
Kiribati,KIR,-157.36432,1.85776,13.05.2020,Air Kiribati,Air Kiribati suspends scheduled operation 10 ?€? 19MAY20,https://www.routesonline.com/news/38/airlineroute/291262/air-kiribati-suspends-scheduled-operation-10-19may20/
Kosovo,RKS,20.966191,42.467542,,,,
Kuril Islands,"RUS, JPN",147.877949,45.076156,,,,
Kuwait,KWT,47.492598,29.53972,16.07.2020,Jazeera Airways,"Jazeera Airways August ?€? October 2020 operations as of 1015GMT 16JUL20",https://www.routesonline.com/news/38/airlineroute/292504/jazeera-airways-august-october-2020-operations-as-of-1015gmt-16jul20/
Kuwait,KWT,47.492598,29.53972,17.07.2020,Jazeera Airways,Jazeera Airways network adjustment from August 2020,https://www.routesonline.com/news/38/airlineroute/292516/addendum-as-of-17jul20-jazeera-airways-network-adjustment-from-august-2020/
Kuwait,KWT,47.492598,29.53972,06.07.2020,Kuwait Airways,Kuwait Airways August ?€? October 2020 operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292264/kuwait-airways-august-october-2020-operations-as-of-03jul20-/
Kyrgyzstan,KGZ,74.523246,41.462046,,,,
Lao People's Democratic Republic,LAO,101.990197,20.274828,18.06.2020,Lao Airlnes,Lao Airlines May/June 2020 domestic operations,https://www.routesonline.com/news/38/airlineroute/291925/lao-airlines-mayjune-2020-domestic-operations/
Latvia,LVA,26.424619,56.641966,09.07.2020,airBaltic,airBaltic S21 Riga network changes as of 08JUL20,https://www.routesonline.com/news/38/airlineroute/292348/airbaltic-s21-riga-network-changes-as-of-08jul20/
Latvia,LVA,26.424619,56.641966,30.06.2020,airBaltic,airBaltic restarts Tallinn-London direct flights on Saturday ,"https://news.err.ee/1107506/airbaltic-restarts-tallinn-london-direct-flights-on-saturday"
Latvia,LVA,26.424619,56.641966,11.07.2020,airBaltic,AirBaltic postpones Riga-Baku flights till spring 2021,https://www.news.az/news/airbaltic-postpones-riga-baku-flights-till-spring-2021
Lebanon,LBN,35.894185,33.921586,01.07.2020,MEA,MEA 01?€?22JUL20 operations as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292173/mea-0122jul20-operations-as-of-30jun20/
Lebanon,LBN,35.894185,33.921586,01.07.2020,Wings of Lebanon,Wings of Lebanon S20 operations as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292174/wings-of-lebanon-s20-operations-as-of-30jun20/
Lesotho,LSO,28.247043,-29.58314,,,,
Liancourt Rock,"KOR, JPN",131.864842,37.241642,,,,
Liberia,LBR,-9.311921,6.448469,,,,
Libya,LBY,18.029942,27.038767,,,,
Liechtenstein,LIE,9.552985,47.14167,,,,
Lithuania,LTU,23.905248,55.336787,,,,
Luxembourg,LUX,6.092653,49.776797,03.06.2020,Luxair,Luxair resumes Berlin service on 01JUN20,https://www.routesonline.com/news/38/airlineroute/291597/luxair-resumes-berlin-service-on-01jun20/
Luxembourg,LUX,6.092653,49.776797,08.06.2020,Luxair,Luxair adds seasonal Innsbruck / Salzburg service in 3Q20,https://www.routesonline.com/news/38/airlineroute/291693/luxair-adds-seasonal-innsbruck-salzburg-service-in-3q20/
Luxembourg,LUX,6.092653,49.776797,08.06.2020,Luxair,Luxair resumes regular Stockholm service from June 2020,https://www.routesonline.com/news/38/airlineroute/291692/luxair-resumes-regular-stockholm-service-from-june-2020/
Macao,MAC,113.547149,22.196997,26.06.2020,Air Macau,Air Macau July 2020 operations as of 25JUN20,https://www.routesonline.com/news/38/airlineroute/292075/air-macau-july-2020-operations-as-of-25jun20/
Madagascar,MDG,46.696474,-19.382363,,,,
Madeira Islands,PRT,-16.972586,32.736569,,,,
Malawi,MWI,33.488462,-13.408199,,,,
Malaysia,MYS,116.834631,5.452415,28.05.2020,Malaysia Airlines,Malaysia Airlines July ?€? October 2020 International operations as of 28MAY20,https://www.routesonline.com/news/38/airlineroute/291493/malaysia-airlines-july-october-2020-international-operations-as-of-28may20/
Malaysia,MYS,116.834631,5.452415,15.06.2020,AirAsia,AirAsia to resume all domestic flights from July,https://www.reuters.com/article/airasia-malaysia-flights/malaysias-airasia-to-resume-all-domestic-routes-from-july-idUSL4N2DS2A2
Malaysia,MYS,116.834631,5.452415,17.07.2020,AirAsia,AirAsia / AirAsia X removes selected routes from August 2020,https://www.routesonline.com/news/38/airlineroute/292512/airasia-airasia-x-removes-selected-routes-from-august-2020/
Malaysia,MYS,116.834631,5.452415,17.07.2020,AirAsia,AirAsia X intends to resume Taipei service from August 2020,https://www.routesonline.com/news/38/airlineroute/292511/airasia-x-intends-to-resume-taipei-service-from-august-2020/
Malaysia,MYS,116.834631,5.452415,19.03.2020,Lion Air,Lion Air suspends Malaysia flights,https://www.thejakartapost.com/news/2020/03/19/lion-air-group-suspends-flights-from-and-to-malaysia-amid-lockdown.html
Malaysia,MYS,116.834631,5.452415,11.06.2020,Malindo Air,Malindo Air to resume all domestic flights tomorrow,https://www.nst.com.my/business/2020/06/599754/malindo-air-resume-all-domestic-flights-tomorrow
Malaysia,MYS,116.834631,5.452415,23.06.2020,Malindo Air,Malindo Air adds Tawau service from July 2020,https://www.routesonline.com/news/38/airlineroute/292000/malindo-air-adds-tawau-service-from-july-2020/
Malaysia,MYS,116.834631,5.452415,08.07.2020,Malindo Air,Malindo Air July 2020 International operations as of 07JUL20,https://www.routesonline.com/news/38/airlineroute/292326/malindo-air-july-2020-international-operations-as-of-07jul20/
Malaysia,MYS,116.834631,5.452415,13.07.2020,Malindo Air,Malindo Air resumes flights to Pakistan,https://blog.aviationgeeks1.com/travel/malindo-air-flights-to-pakistan/
Malaysia,MYS,116.834631,5.452415,17.07.2020,Malindo Air,Malindo Air resumes Dhaka service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292534/malindo-air-resumes-dhaka-service-from-late-july-2020/
Maldives,MDV,73.545949,1.92666,28.03.2020,Flyme,FlyMe temporarily halts flights to prevent spread of COVID-19,https://avas.mv/en/80424
Maldives,MDV,73.545949,1.92666,10.07.2020,Maldivian,Maldivian July 2020 operations,https://www.routesonline.com/news/38/airlineroute/292384/maldivian-july-2020-operations-/
Mali,MLI,-3.527933,17.358919,,,,
Malta,MLT,14.440213,35.888112,08.06.2020,airmalta,Air Malta S20 operation revision as of 06JUN20,https://www.routesonline.com/news/38/airlineroute/291686/airmalta-s20-operation-revision-as-of-06jun20/
Malta,MLT,14.440213,35.888112,17.06.2020,airmalta,Air Malta to operate to 22 destinations this summer,https://worldairlinenews.com/2020/06/17/air-malta-to-operate-to-22-destinations-this-summer/
Marshall Islands,MHL,168.111299,5.617142,23.05.2020,Air Marshall Islands,Air Marshall Islands June 2020 operations as of 23MAY20,https://www.routesonline.com/news/38/airlineroute/291419/air-marshall-islands-june-2020-operations-as-of-23may20/
Martinique,MTQ,-60.914458,14.566542,25.05.2020,Air Antilles,"Air Antilles, Air Cara??bes resume their regional flights as of May 25",https://www.thedailyherald.sx/islands/air-antilles-air-caraibes-resume-their-regional-flights-as-of-may-25
Martinique,MTQ,-60.914458,14.566542,16.07.2020,Air Cara??bes,Air Cara??bes July 2020 operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292488/air-caraibes-july-2020-operations-as-of-12jul20/
Mauritania,MRT,-10.340357,20.263334,,,,
Mauritius,MUS,57.572082,-20.283505,23.06.2020,Air Mauritius,Air Mauritius schedules Rodrigues service in July/August 2020,https://www.routesonline.com/news/38/airlineroute/291988/air-mauritius-schedules-rodrigues-service-in-julyaugust-2020/
Mayotte,MYT,45.14408,-12.823484,,,,
Mexico,MEX,-102.52608,23.944025,03.07.2020,Volaris,Volaris schedules new domestic routes in July / Oct 2020,https://www.routesonline.com/news/38/airlineroute/292236/volaris-schedules-new-domestic-routes-in-july-oct-2020/
Mexico,MEX,-102.52608,23.944025,30.05.2020,AeroMexico,Aeromexico to resume additional international flights from 1 June,https://airlinegeeks.com/2020/05/30/aeromexico-the-eagle-knight-returns/
Mexico,MEX,-102.52608,23.944025,29.06.2020,Interjet,"Mexico?€?s Interjet announces reactivation of national, international flights into Cancun",https://www.riviera-maya-news.com/mexicos-interjet-announces-reactivation-of-national-international-flights-into-cancun/2020.html
Mexico,MEX,-102.52608,23.944025,17.06.2020,AeroMexico,AeroMexico July 2020 International operations as of 12JUN20,https://www.routesonline.com/news/38/airlineroute/291865/aeromexico-july-2020-international-operations-as-of-12jun20/
Mexico,MEX,-102.52608,23.944025,25.06.2020,Aeromexico,Aeromexico Says Will Operate More Than Twice Of Flights Compared To June,https://www.reuters.com/article/brief-aeromexico-says-will-operate-more-idUSFWN2E211E
Mexico,MEX,-102.52608,23.944025,24.06.2020,Vivaaerobus,Viva Aerobus increases international route offer in June & July,https://www.vivaaerobus.com/en/news-room/press-releases/2020/june/viva-aerobus-increases-international-route-offer-in-june-july
Micronesia (Federated States of),FSM,158.227402,6.881751,,,,
Midway Island,UMI,-177.37823,28.209428,,,,
Monaco,MCO,7.431613,43.748919,,,,
Mongolia,MNG,103.069763,46.836428,,,,
Montenegro,MNE,19.252232,42.78762,08.06.2020,Montenegro Airlines,Montenegro Airlines June 2020 operations as of 05JUN20,https://www.routesonline.com/news/38/airlineroute/291685/montenegro-airlines-june-2020-operations-as-of-05jun20/
Montserrat,MSR,-62.189766,16.739531,,,,
Morocco,MAR,-6.281337,31.841712,30.06.2020,Royal Air Maroc,Royal Air Maroc July 2020 domestic network as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292153/royal-air-maroc-july-2020-domestic-network-as-of-30jun20/
Morocco,MAR,-6.281337,31.841712,07.07.2020,Royal Air Maroc,Royal Air Maroc July/August 2020 International operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292300/royal-air-maroc-julyaugust-2020-international-operations-as-of-03jul20/
Morocco,APR,-6.281337,31.841712,14.07.2020,Royal Air Maroc,Royal Air Maroc delays International resumption to mid-August 2020,https://www.routesonline.com/news/38/airlineroute/292443/royal-air-maroc-delays-international-resumption-to-mid-august-2020/
Morocco,MAR,-6.281337,31.841712,24.06.2020,TUIfly Maroc,TUIfly Maroc preliminary July/August 2020 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/292017/tuifly-maroc-preliminary-julyaugust-2020-operations-as-of-21jun20/
Morocco,MAR,-6.281337,31.841712,06.07.2020,Air Arabia Morocco ,Air Arabia Maroc June/July 2020 domestic operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292273/air-arabia-maroc-junejuly-2020-domestic-operations-as-of-03jul20/
Mozambique,MOZ,38.182474,-14.279733,22.05.2020,LAM,LAM Mozambique moves Lisbon service resumption to 02AUG20,https://www.routesonline.com/news/38/airlineroute/291407/lam-mozambique-moves-lisbon-service-resumption-to-3q20/
Mozambique,MOZ,38.182474,-14.279733,06.05.2020,LAM,LAM Mozambique adds Pemba ?€? Johannesburg service from late-Oct 2020,https://www.routesonline.com/news/38/airlineroute/291136/lam-mozambique-adds-pemba-johannesburg-service-from-late-oct-2020/
Myanmar,MMR,96.517823,21.201016,29.05.2020,Myanmar National Airlines,Myanmar National Airlines June 2020 International operations as of 28MAY20,https://www.routesonline.com/news/38/airlineroute/291517/myanmar-national-airlines-june-2020-international-operations-as-of-28may20/
Namibia,NAM,17.22161,-22.138825,03.05.2020,Air Namibia ,Air Namibia Resumes Domestic Flight Operations,"https://aviationtribune.com/airlines/africa/air-namibia-resumes-domestic-flight-operations/"
Namibia,NAM,17.22161,-22.138825,26.06.2020,Air Namibia ,Regional and international flights suspension extended to 31 August,"https://economist.com.na/53932/extra/regional-and-international-flights-suspension-extended-to-31-august/"
Namibia,NAM,17.22161,-22.138825,09.07.2020,Air Namibia ,Air Namibia allowed to fly again after court suspends licence cancellation,"https://www.reuters.com/article/us-namibia-airnamibia/air-namibia-allowed-to-fly-again-after-court-suspends-licence-cancellation-idUSKBN24A1JH#:~:text=WINDHOEK%2C%20July%209%20(Reuters),the%20airline%20said%20on%20Thursday.&text=Air%20Namibia%20shall%20continue%20to,schedule%2C%E2%80%9D%20the%20airline%20said."
Nauru,NRU,166.934165,-0.5285,01.07.2020,Nauru Airlines,Nauru Airlines 3Q20 operations as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292176/nauru-airlines-3q20-operations-as-of-30jun20/
Navassa Island,UMI,-75.012453,18.401927,,,,
Nepal,NPL,83.946789,28.258663,21.03.2020,Himalaya Airlines ,Himalaya Airlines temporarily suspends all flights because of COVID-19,https://thehimalayantimes.com/business/himalaya-airlines-announces-suspension-of-all-flights/ 
Netherlands,NLD,5.331481,51.867289,07.07.2020,KLM,KLM July 2020 European operations as of 03JUL20,https://docs.google.com/spreadsheets/d/1E6wgwLeoAmcQO9bzEw0UbSsMpkX2sDsL1E3jJ-VR1zE/edit?ts=5e6cdc11#gid=573895021
Netherlands,NLD,5.331481,51.867289,29.06.2020,KLM,KLM July/August 2020 Inter-continental operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292120/klm-julyaugust-2020-inter-continental-operations-as-of-26jun20/
Netherlands,NLD,5.331481,51.867289,29.06.2020,KLM,Tanzania: International Flights Set to Gather Momentum,"https://allafrica.com/stories/202006290165.html"
Netherlands,NLD,5.331481,51.867289,08.07.2020,KLM,Belfast City Airport KLM flights to resume in August,"https://www.belfastlive.co.uk/news/belfast-news/belfast-city-airport-klm-flights-18561763"
Netherlands,NLD,5.331481,51.867289,17.07.2020,KLM,KLM August/September 2020 Intercontinental operations as of 16JUL20,https://www.routesonline.com/news/38/airlineroute/292515/klm-augustseptember-2020-intercontinental-operations-as-of-16jul20/
Netherlands,NLD,5.331481,51.867289,23.06.2020,TUIfly Netherlands,TUIfly Netherlands July/August 2020 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/291991/tuifly-netherlands-julyaugust-2020-operations-as-of-21jun20/
Netherlands,NLD,5.331481,51.867289,15.07.2020,Transavia,Transavia July 2020 operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292470/transavia-july-2020-operations-as-of-12jul20/
New Caledonia,NCL,165.514337,-21.410423,,,,
New Zealand,NZL,170.475567,-43.987216,10.06.2020,Air New Zealand,Air New Zealand resumes Tokyo service from late-June 2020,https://www.routesonline.com/news/38/airlineroute/291737/air-new-zealand-resumes-tokyo-service-from-late-june-2020/
New Zealand,NZL,170.475567,-43.987216,15.06.2020,Air New Zealand,Air New Zealand announces flights to China amid ongoing COVID-19 concerns ,https://www.stuff.co.nz/travel/news/121846714/air-new-zealand-resuming-flights-to-china-despite-new-outbreak?utm_source=dlvr.it&utm_medium=twitter
New Zealand,NZL,170.475567,-43.987216,01.07.2020,Air New Zealand,Air New Zealand July/August 2020 domestic operations as of 28JUN20,https://www.routesonline.com/news/38/airlineroute/292183/air-new-zealand-julyaugust-2020-domestic-operations-as-of-28jun20/
New Zealand,NZL,170.475567,-43.987216,08.07.2020,Air New Zealand,Air New Zealand limits capacity on inbound international services,https://worldairlinenews.com/2020/07/08/air-new-zealand-limits-capacity-on-inbound-international-services/
New Zealand,NZL,170.475567,-43.987216,08.07.2020,Air New Zealand,New Zealand Halts Bookings for Inbound Flights Amid Reports of Covid-19 Facility Crunch,"https://www.news18.com/news/auto/new-zealand-halts-bookings-for-inbound-flights-amid-reports-of-covid-19-facility-crunch-2704885.html"
New Zealand,NZL,170.475567,-43.987216,09.06.2020,Jetstar,Jetstar domestic New Zealand service resumption in July 2020,https://www.routesonline.com/news/38/airlineroute/291717/jetstar-outlines-domestic-new-zealand-service-resumption-in-july-2020/
